agency_name,county,population,nibrs_start_date,murder_and_nonnegligent_manslaughter,negligent_manslaughter,rape,robbery,assault,burglary,larceny_theft,motor_vehicle_theft,arson,human_trafficking_commercial_sex_acts,human_trafficking_involuntary_servitude,months_reported,report_year,agency_type,university_pd,nibrs_eligible_months,has_preliminary_nibrs_reporting,nibrs_contribution_percentage
ELSA PD,Hidalgo County,5683,2021-01-01,0,0,2,7,82,29,153,3,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
HARLINGEN PD,Cameron County,72047,2018-01-01,2,0,11,37,973,263,1430,147,9,1,7,12,2023-12-31,Police Department,False,12,False,100.0
HIDALGO CO CONSTABLE PCT 1,Hidalgo County,0,2021-01-01,1,0,0,0,1,0,0,0,0,0,0,2,2023-12-31,Constable,False,12,False,16.67
HIDALGO CO CONSTABLE PCT 4,Hidalgo County,0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-31,Constable,False,4,False,0.0
HIDALGO CO CONSTABLE PCT. 5,Hidalgo County,0,2023-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-31,Constable,False,4,False,0.0
HIDALGO CO SO,Hidalgo County,262967,2019-09-01,8,0,122,95,3544,600,1925,497,10,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
HIDALGO PD,Hidalgo County,14468,2021-01-01,1,0,6,1,131,18,184,24,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
HORIZON CITY PD,El Paso County,23726,2021-01-01,0,0,7,0,99,15,167,31,1,0,0,12,2023-12-31,Police Department,False,12,False,100.0
HUDSPETH CO SO,Hudspeth County,3401,2018-04-01,0,0,0,0,6,3,3,1,0,0,0,8,2023-12-31,Sheriff's Office,False,12,False,66.67
JEFF DAVIS CO SO,Jeff Davis County,1932,2021-01-01,0,0,0,0,10,5,8,1,0,0,0,10,2023-12-31,Sheriff's Office,False,12,False,83.33
KINNEY CO SO,Kinney County,1755,2022-08-01,0,0,0,0,1,1,2,2,0,0,0,4,2023-12-31,Sheriff's Office,False,12,False,33.33
LA FERIA PD,Cameron County,6791,2021-01-01,0,0,0,1,70,13,88,15,1,0,0,12,2023-12-31,Police Department,False,12,False,100.0
LA GRULLA PD,Starr County,1208,2018-05-01,0,0,1,2,13,5,4,3,0,0,0,10,2023-12-31,Police Department,False,12,False,83.33
LA JOYA PD,Hidalgo County,4666,2021-01-01,0,0,1,0,28,10,16,0,1,0,0,12,2023-12-31,Police Department,False,12,False,100.0
LA VILLA PD,Hidalgo County,2782,2015-07-01,0,0,0,2,49,3,51,3,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
LAGUNA VISTA PD,Cameron County,3673,2018-04-01,0,0,1,0,14,11,18,3,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
LAREDO ISD PD,Webb County,0,2020-09-01,0,0,0,0,53,0,3,0,0,0,0,7,2023-12-31,Police Department,False,12,False,58.33
LAREDO PD,Webb County,256973,2019-01-01,10,1,126,86,2501,451,2732,333,36,0,4,12,2023-12-31,Police Department,False,12,False,100.0
LOS FRESNOS PD,Cameron County,8164,2017-10-01,0,0,2,1,72,12,104,7,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
MARFA PD,Presidio County,1749,2021-01-01,0,0,0,0,5,0,0,3,0,0,0,5,2023-12-31,Police Department,False,12,False,41.67
MAVERICK CO SO,Maverick County,29808,2021-01-01,6,0,7,7,207,150,204,60,2,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
MCALLEN ISD PD,Hidalgo County,0,2020-11-01,0,0,0,0,169,1,31,0,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
MCALLEN PD,Hidalgo County,145510,2021-01-01,7,1,52,35,2023,163,2593,92,3,1,0,12,2023-12-31,Police Department,False,12,False,100.0
MERCEDES PD,Hidalgo County,16365,2020-07-01,0,0,17,13,308,39,492,42,3,0,0,12,2023-12-31,Police Department,False,12,False,100.0
MISSION PD,Hidalgo County,86577,2021-10-01,1,0,27,12,867,103,847,43,5,0,0,12,2023-12-31,Police Department,False,12,False,100.0
PALM VALLEY PD,Cameron County,1384,2021-01-01,0,0,0,0,1,0,0,1,0,0,0,1,2023-12-31,Police Department,False,12,False,8.33
PALMHURST PD,Hidalgo County,2600,2019-10-01,0,0,0,2,16,1,221,0,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
PALMVIEW PD,Hidalgo County,15919,2018-02-01,0,0,2,5,163,55,134,34,1,0,0,12,2023-12-31,Police Department,False,12,False,100.0
PENITAS PD,Hidalgo County,6348,2019-01-01,0,0,0,0,39,4,48,1,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
PHARR PD,Hidalgo County,79558,2021-01-01,2,0,29,21,879,180,937,122,1,0,0,12,2023-12-31,Police Department,False,12,False,100.0
POINT ISABEL ISD PD,Cameron County,0,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-31,Police Department,False,12,False,0.0
PORT ISABEL PD,Cameron County,5165,2018-01-01,0,0,2,0,82,11,123,8,1,0,0,12,2023-12-31,Police Department,False,12,False,100.0
PORT OF BROWNSVILLE PD,Cameron County,0,2019-09-01,0,0,0,2,2,8,1,0,0,0,0,5,2023-12-31,Police Department,False,12,False,41.67
PRESIDIO CO SO,Presidio County,1131,2018-10-01,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-31,Sheriff's Office,False,12,False,0.0
PRESIDIO PD,Presidio County,3335,2023-01-01,0,0,1,0,5,0,0,0,0,0,0,4,2023-12-31,Police Department,False,12,False,33.33
PRIMERA PD,Cameron County,5319,2021-01-01,0,0,0,0,24,1,15,0,0,0,0,11,2023-12-31,Police Department,False,12,False,91.67
RANCHO VIEJO PD,Cameron County,2867,2020-11-01,0,0,2,0,2,0,8,0,0,0,0,7,2023-12-31,Police Department,False,12,False,58.33
RIO GRANDE CITY ISD PD,Starr County,0,2021-01-01,0,0,0,0,27,0,5,0,0,0,0,10,2023-12-31,Police Department,False,12,False,83.33
RIO GRANDE CITY PD,Starr County,15705,2019-07-01,0,0,0,0,38,48,222,34,3,0,0,12,2023-12-31,Police Department,False,12,False,100.0
RIO HONDO PD,Cameron County,2012,2019-01-01,0,0,3,1,24,5,26,2,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
ROMA ISD PD,Starr County,0,2019-03-01,0,0,0,0,29,0,9,0,0,0,0,10,2023-12-31,Police Department,False,12,False,83.33
ROMA PD,Starr County,11547,2016-12-01,0,0,3,1,102,16,81,3,1,0,0,12,2023-12-31,Police Department,False,12,False,100.0
SAN BENITO PD,Cameron County,24712,2020-11-01,0,0,0,13,204,91,651,54,1,1,2,12,2023-12-31,Police Department,False,12,False,100.0
SAN ELIZARIO MARSHALS OFFICE,El Paso County,10080,2021-01-01,0,0,0,0,10,5,4,3,0,0,0,9,2023-12-31,,False,12,False,75.0
SAN JUAN PD,Hidalgo County,35806,2016-11-01,2,1,0,21,348,112,399,32,0,4,0,12,2023-12-31,Police Department,False,12,False,100.0
SANTA ROSA ISD PD,Cameron County,0,2022-01-01,0,0,0,0,5,0,0,0,0,0,0,3,2023-12-31,Police Department,False,12,False,25.0
SOCORRO ISD PD,El Paso County,0,2021-01-01,0,0,4,3,147,1,24,1,0,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
SOCORRO PD,El Paso County,37952,2021-01-01,0,0,21,12,267,38,161,95,0,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
SOUTH PADRE ISLAND PD,Cameron County,2048,2018-01-01,0,0,8,4,178,17,212,49,0,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
STARR CO SO,Starr County,38202,2021-01-01,2,0,7,7,183,68,88,19,1,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
SUL ROSS STATE UNIV PD,Brewster County,0,2018-04-01,0,0,2,0,2,8,2,0,0,0,0,8,2023-12-31,Police Department,True,12,False,66.67
SULLIVAN CITY PD,Hidalgo County,3896,2019-09-01,0,0,0,0,41,11,26,6,0,0,0,12,2023-12-31,Police Department,False,12,False,100.0
TERRELL CO SO,Terrell County,709,2021-01-01,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-31,Sheriff's Office,False,12,False,0.0
TSTC: HARLINGEN PD,Cameron County,0,2020-10-01,0,0,0,0,2,1,4,0,0,0,0,3,2023-12-31,Police Department,False,12,False,25.0
TX A&M UNIV INTERNATIONAL PD,Webb County,0,2021-01-01,0,0,0,0,1,1,0,0,0,0,0,2,2023-12-31,Police Department,True,12,False,16.67
UNITED ISD PD,Webb County,0,2020-12-01,0,0,0,0,52,0,1,0,0,0,0,6,2023-12-31,Police Department,False,12,False,50.0
UNIV OF TX RIO GRANDE VALLEY PD,Hidalgo County,0,2020-02-01,0,0,2,0,23,1,56,1,0,0,0,12,2023-12-31,Police Department,True,12,False,100.0
UNIV OF TX: EL PASO PD,El Paso County,0,2020-05-01,0,0,0,0,13,12,44,6,1,0,0,12,2023-12-31,Sheriff's Office,True,12,False,100.0
VAL VERDE CO SO,Val Verde County,13336,2020-03-01,1,0,15,5,239,48,69,17,1,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
WEBB CO CONSTABLE PCT 1 (PD),Webb County,0,2023-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2023-12-31,Constable,False,5,False,0.0
WEBB CO SO,Webb County,8945,2019-09-01,0,0,11,2,151,27,133,13,3,1,58,12,2023-12-31,Sheriff's Office,False,12,False,100.0
WESLACO PD,Hidalgo County,41478,2021-01-01,0,0,22,35,798,128,1482,97,2,0,0,12,2023-12-31,Police Department,False,12,False,100.0
ZAPATA CO SO,Zapata County,14016,2020-01-01,0,0,0,0,53,19,52,0,0,0,0,12,2023-12-31,Sheriff's Office,False,12,False,100.0
